Event,Your earnings,Refunds & Expenses,Balance,Processed_Date,Year,Month,Weekday
Tips,3.0,0.0,3.0,2024-03-15,2024,March,Friday
UberX,5.55,1.32,6.87,2024-03-15,2024,March,Friday
UberX,6.36,1.47,7.83,2024-03-15,2024,March,Friday
UberX,6.7,1.58,8.28,2024-03-15,2024,March,Friday
UberX,5.52,1.31,6.83,2024-03-15,2024,March,Friday
UberX,3.13,0.88,4.01,2024-03-15,2024,March,Friday
Tips,1.0,0.0,1.0,2024-03-05,2024,March,Tuesday
Comfort,16.37,3.73,20.1,2024-03-05,2024,March,Tuesday
UberX,17.72,3.7,21.42,2024-03-05,2024,March,Tuesday
UberX,17.29,3.52,20.81,2024-03-06,2024,March,Wednesday
Tips,3.0,0.0,3.0,2024-03-09,2024,March,Saturday
UberX,4.75,1.13,5.88,2024-03-09,2024,March,Saturday
UberX,13.44,2.82,16.26,2024-03-09,2024,March,Saturday
UberX,3.2,0.89,4.09,2024-03-09,2024,March,Saturday
UberX,10.63,2.31,12.94,2024-03-09,2024,March,Saturday
UberX,3.24,0.9,4.14,2024-03-09,2024,March,Saturday
UberX,21.52,4.39,25.91,2024-03-09,2024,March,Saturday
UberX,3.38,0.93,4.31,2024-03-09,2024,March,Saturday
Comfort,6.14,1.79,7.93,2024-03-15,2024,March,Friday
UberX,3.72,0.99,4.71,2024-03-09,2024,March,Saturday
UberX,8.28,1.86,10.14,2024-03-09,2024,March,Saturday
UberX Share,8.0,1.51,9.51,2024-03-09,2024,March,Saturday
Tips,1.0,0.0,1.0,2024-03-07,2024,March,Thursday
UberX,4.99,1.22,6.21,2024-03-06,2024,March,Wednesday
Tips,5.0,0.0,5.0,2024-03-06,2024,March,Wednesday
UberX,7.84,1.78,9.62,2024-03-06,2024,March,Wednesday
UberX,9.28,2.05,11.33,2024-03-06,2024,March,Wednesday
UberX,15.48,3.19,18.67,2024-03-06,2024,March,Wednesday
UberX,5.56,1.32,6.88,2024-03-09,2024,March,Saturday
Tips,3.0,0.0,3.0,2024-03-11,2024,March,Monday
UberX,9.24,1.99,11.23,2024-03-15,2024,March,Friday
UberX,4.57,1.14,5.71,2024-03-15,2024,March,Friday
UberX,8.66,1.93,10.59,2024-03-13,2024,March,Wednesday
UberX,13.05,2.75,15.8,2024-03-13,2024,March,Wednesday
UberX,3.99,1.04,5.03,2024-03-13,2024,March,Wednesday
UberX,15.64,3.22,18.86,2024-03-13,2024,March,Wednesday
UberX,9.83,2.15,11.98,2024-03-13,2024,March,Wednesday
UberX,7.71,1.76,9.47,2024-03-13,2024,March,Wednesday
UberX,4.52,1.13,5.65,2024-03-13,2024,March,Wednesday
UberX,11.32,2.44,13.76,2024-03-13,2024,March,Wednesday
UberX,4.91,1.2,6.11,2024-03-13,2024,March,Wednesday
UberX,9.91,2.16,12.07,2024-03-13,2024,March,Wednesday
UberX,11.72,2.51,14.23,2024-03-13,2024,March,Wednesday
UberX,4.4,1.11,5.51,2024-03-13,2024,March,Wednesday
Tips,5.55,0.0,5.55,2024-03-13,2024,March,Wednesday
UberX,3.02,0.86,3.88,2024-03-13,2024,March,Wednesday
UberX,11.97,2.55,14.52,2024-03-13,2024,March,Wednesday
UberX,6.76,1.59,8.35,2024-03-13,2024,March,Wednesday
UberX,13.74,2.88,16.62,2024-03-13,2024,March,Wednesday
UberX Share,33.78,6.66,40.44,2024-03-13,2024,March,Wednesday
Tips,5.0,0.0,5.0,2024-03-13,2024,March,Wednesday
Tips,3.0,0.0,3.0,2024-03-14,2024,March,Thursday
UberX,8.4,1.88,10.28,2024-03-14,2024,March,Thursday
UberX,11.8,2.52,14.32,2024-03-15,2024,March,Friday
UberX,8.05,1.82,9.87,2024-03-15,2024,March,Friday
UberX,5.61,1.38,6.99,2024-03-15,2024,March,Friday
UberX,11.86,2.53,14.39,2024-03-15,2024,March,Friday
UberX,24.82,4.88,29.7,2024-03-14,2024,March,Thursday
UberX,3.61,0.97,4.58,2024-03-14,2024,March,Thursday
UberX Share,13.6,2.86,16.46,2024-03-14,2024,March,Thursday
UberX,6.81,1.6,8.41,2024-03-14,2024,March,Thursday
UberX,5.75,1.36,7.11,2024-03-15,2024,March,Friday
Tips,5.0,0.0,5.0,2024-03-14,2024,March,Thursday
UberX,8.43,1.89,10.32,2024-03-14,2024,March,Thursday
UberX,8.41,1.89,10.3,2024-03-14,2024,March,Thursday
UberX,4.2,1.08,5.28,2024-03-14,2024,March,Thursday
UberX Share,12.45,2.63,15.08,2024-03-14,2024,March,Thursday
UberX,18.33,4.61,22.94,2024-03-14,2024,March,Thursday
UberX,8.77,2.7,11.47,2024-03-14,2024,March,Thursday
UberX,9.28,2.05,11.33,2024-03-14,2024,March,Thursday
UberX Share,13.93,2.28,16.21,2024-03-14,2024,March,Thursday
UberX,14.4,3.0,17.4,2024-03-14,2024,March,Thursday
UberX,20.58,4.22,24.8,2024-03-31,2024,March,Sunday
UberX Share,18.73,3.83,22.56,2024-03-02,2024,March,Saturday
UberX,13.78,2.88,16.66,2024-03-25,2024,March,Monday
Tips,1.0,0.0,1.0,2024-03-26,2024,March,Tuesday
UberX,7.94,1.8,9.74,2024-03-26,2024,March,Tuesday
UberX,2.76,0.82,3.58,2024-03-26,2024,March,Tuesday
UberX,6.1,1.47,7.57,2024-03-26,2024,March,Tuesday
UberX,12.82,2.68,15.5,2024-03-26,2024,March,Tuesday
UberX,5.37,1.29,6.66,2024-03-26,2024,March,Tuesday
UberX,17.0,3.47,20.47,2024-03-26,2024,March,Tuesday
Comfort,22.79,5.69,28.48,2024-03-26,2024,March,Tuesday
UberX,23.87,4.82,28.69,2024-03-26,2024,March,Tuesday
UberX,7.08,1.65,8.73,2024-03-26,2024,March,Tuesday
UberX Share,15.05,2.67,17.72,2024-03-26,2024,March,Tuesday
Tips,3.0,0.0,3.0,2024-03-25,2024,March,Monday
UberX,5.78,1.36,7.14,2024-03-25,2024,March,Monday
UberX,6.73,1.58,8.31,2024-03-25,2024,March,Monday
UberX Share,4.77,1.01,5.78,2024-03-26,2024,March,Tuesday
UberX,11.42,2.43,13.85,2024-03-25,2024,March,Monday
UberX,5.67,1.39,7.06,2024-03-25,2024,March,Monday
Tips,1.03,0.0,1.03,2024-03-25,2024,March,Monday
UberX,4.86,1.19,6.05,2024-03-25,2024,March,Monday
UberX,3.24,0.9,4.14,2024-03-25,2024,March,Monday
UberX,4.12,1.06,5.18,2024-03-25,2024,March,Monday
UberX,6.33,1.51,7.84,2024-03-25,2024,March,Monday
UberX,7.4,1.65,9.05,2024-03-25,2024,March,Monday
Comfort,6.67,1.89,8.56,2024-03-25,2024,March,Monday
UberX,5.0,1.22,6.22,2024-03-25,2024,March,Monday
Tips,3.96,0.0,3.96,2024-03-25,2024,March,Monday
UberX,18.27,3.69,21.96,2024-03-25,2024,March,Monday
UberX,5.04,1.23,6.27,2024-03-25,2024,March,Monday
UberX,10.7,2.32,13.02,2024-03-25,2024,March,Monday
UberX,6.36,1.51,7.87,2024-03-25,2024,March,Monday
UberX,5.93,1.44,7.37,2024-03-25,2024,March,Monday
UberX,5.52,1.36,6.88,2024-03-27,2024,March,Wednesday
Tips,5.0,0.0,5.0,2024-03-26,2024,March,Tuesday
UberX,8.97,1.99,10.96,2024-03-27,2024,March,Wednesday
UberX,2.99,0.86,3.85,2024-03-29,2024,March,Friday
UberX,20.05,4.85,24.9,2024-03-29,2024,March,Friday
UberX,10.14,2.2,12.34,2024-03-29,2024,March,Friday
UberX,9.11,1.94,11.05,2024-03-29,2024,March,Friday
UberX,6.67,1.53,8.2,2024-03-29,2024,March,Friday
Comfort,17.26,11.32,28.58,2024-03-29,2024,March,Friday
UberX,24.19,4.88,29.07,2024-03-29,2024,March,Friday
UberX,12.18,2.59,14.77,2024-03-29,2024,March,Friday
UberX,7.23,1.67,8.9,2024-03-29,2024,March,Friday
UberX,10.4,2.25,12.65,2024-03-29,2024,March,Friday
Tips,3.0,0.0,3.0,2024-03-29,2024,March,Friday
Tips,1.0,0.0,1.0,2024-03-30,2024,March,Saturday
UberX,8.45,1.9,10.35,2024-03-30,2024,March,Saturday
UberX,4.04,1.05,5.09,2024-03-31,2024,March,Sunday
UberX,6.61,1.56,8.17,2024-03-27,2024,March,Wednesday
UberX,8.38,1.88,10.26,2024-03-27,2024,March,Wednesday
UberX,11.45,2.46,13.91,2024-03-29,2024,March,Friday
UberX,4.93,1.21,6.14,2024-03-27,2024,March,Wednesday
Comfort,7.79,2.1,9.89,2024-03-27,2024,March,Wednesday
UberX,13.72,2.85,16.57,2024-03-27,2024,March,Wednesday
UberX,10.23,2.22,12.45,2024-03-27,2024,March,Wednesday
Tips,3.0,0.0,3.0,2024-03-27,2024,March,Wednesday
UberX,7.31,1.69,9.0,2024-03-27,2024,March,Wednesday
UberX,8.92,1.98,10.9,2024-03-27,2024,March,Wednesday
UberX,5.29,1.27,6.56,2024-03-27,2024,March,Wednesday
UberX,6.52,1.54,8.06,2024-03-27,2024,March,Wednesday
UberX,5.19,1.26,6.45,2024-03-27,2024,March,Wednesday
UberX,24.77,4.98,29.75,2024-03-27,2024,March,Wednesday
Tips,8.91,0.0,8.91,2024-03-27,2024,March,Wednesday
UberX,3.99,1.04,5.03,2024-03-27,2024,March,Wednesday
UberX,6.09,1.42,7.51,2024-03-27,2024,March,Wednesday
UberX,95.25,16.27,111.52,2024-03-27,2024,March,Wednesday
Tips,2.0,0.0,2.0,2024-04-25,2024,April,Thursday
UberX,4.45,1.12,5.57,2024-04-25,2024,April,Thursday
Tips,5.0,0.0,5.0,2024-04-26,2024,April,Friday
UberX,12.37,2.63,15.0,2024-04-25,2024,April,Thursday
UberX,5.13,1.24,6.37,2024-04-25,2024,April,Thursday
Comfort,5.33,1.63,6.96,2024-04-25,2024,April,Thursday
UberX,3.93,1.03,4.96,2024-04-25,2024,April,Thursday
Tips,5.0,0.0,5.0,2024-04-25,2024,April,Thursday
UberX,24.3,4.76,29.06,2024-04-26,2024,April,Friday
UberX,5.17,1.12,6.29,2024-04-26,2024,April,Friday
Tips,7.0,0.0,7.0,2024-04-26,2024,April,Friday
UberX,28.56,11.89,40.45,2024-04-26,2024,April,Friday
UberX,8.97,1.92,10.89,2024-04-26,2024,April,Friday
UberX Share,8.62,1.42,10.04,2024-04-26,2024,April,Friday
UberX,5.82,1.31,7.13,2024-04-26,2024,April,Friday
Tips,5.0,0.0,5.0,2024-04-26,2024,April,Friday
UberX,7.35,1.63,8.98,2024-04-26,2024,April,Friday
UberX,7.25,1.57,8.82,2024-04-26,2024,April,Friday
UberX,4.52,1.07,5.59,2024-04-26,2024,April,Friday
UberX,5.35,1.28,6.63,2024-04-25,2024,April,Thursday
UberX,9.23,1.97,11.2,2024-04-26,2024,April,Friday
UberX,6.11,1.29,7.4,2024-04-26,2024,April,Friday
UberX,5.03,1.23,6.26,2024-04-25,2024,April,Thursday
UberX,21.31,8.11,29.42,2024-04-02,2024,April,Tuesday
UberX,39.65,7.68,47.33,2024-04-25,2024,April,Thursday
UberX,12.12,2.49,14.61,2024-04-26,2024,April,Friday
UberX,9.93,2.16,12.09,2024-04-24,2024,April,Wednesday
UberX,3.29,0.89,4.18,2024-04-24,2024,April,Wednesday
Tips,2.16,0.0,2.16,2024-04-24,2024,April,Wednesday
Tips,7.15,0.0,7.15,2024-04-24,2024,April,Wednesday
UberX,4.62,1.15,5.77,2024-04-24,2024,April,Wednesday
UberX,6.31,1.51,7.82,2024-04-24,2024,April,Wednesday
UberX,4.3,0.78,5.08,2024-04-24,2024,April,Wednesday
UberX,5.48,1.31,6.79,2024-04-24,2024,April,Wednesday
UberX,9.69,2.84,12.53,2024-04-24,2024,April,Wednesday
UberX,21.12,17.81,38.93,2024-04-24,2024,April,Wednesday
UberX Share,10.5,1.9,12.4,2024-04-24,2024,April,Wednesday
UberX,8.74,1.95,10.69,2024-04-24,2024,April,Wednesday
UberX,5.5,1.31,6.81,2024-04-24,2024,April,Wednesday
UberX,5.48,1.31,6.79,2024-04-24,2024,April,Wednesday
UberX,3.99,1.04,5.03,2024-04-24,2024,April,Wednesday
UberX,3.61,0.97,4.58,2024-04-24,2024,April,Wednesday
UberX,7.1,1.65,8.75,2024-04-24,2024,April,Wednesday
UberX,15.19,3.14,18.33,2024-04-24,2024,April,Wednesday
UberX,5.33,1.33,6.66,2024-04-25,2024,April,Thursday
Tips,2.0,0.0,2.0,2024-04-25,2024,April,Thursday
UberX,8.51,1.9,10.41,2024-04-25,2024,April,Thursday
UberX,8.57,1.85,10.42,2024-04-26,2024,April,Friday
UberX Share,15.33,2.55,17.88,2024-04-16,2024,April,Tuesday
UberX Share,27.49,6.1,33.59,2024-04-26,2024,April,Friday
UberX Share,11.35,2.76,14.11,2024-04-15,2024,April,Monday
UberX,9.92,2.16,12.08,2024-04-15,2024,April,Monday
UberX,8.01,1.81,9.82,2024-04-15,2024,April,Monday
Tips,5.0,0.0,5.0,2024-04-15,2024,April,Monday
UberX,4.33,1.1,5.43,2024-04-15,2024,April,Monday
Tips,4.44,0.0,4.44,2024-04-15,2024,April,Monday
UberX,18.41,8.02,26.43,2024-04-24,2024,April,Wednesday
UberX,9.77,2.13,11.9,2024-04-16,2024,April,Tuesday
UberX,9.4,2.07,11.47,2024-04-16,2024,April,Tuesday
UberX,6.1,1.47,7.57,2024-04-16,2024,April,Tuesday
UberX,23.15,5.41,28.56,2024-04-16,2024,April,Tuesday
UberX Share,11.74,1.97,13.71,2024-04-16,2024,April,Tuesday
Tips,3.0,0.0,3.0,2024-04-16,2024,April,Tuesday
UberX,17.42,3.54,20.96,2024-04-16,2024,April,Tuesday
UberX,4.46,1.12,5.58,2024-04-16,2024,April,Tuesday
Tips,3.0,0.0,3.0,2024-04-16,2024,April,Tuesday
UberX,5.21,1.26,6.47,2024-04-16,2024,April,Tuesday
Comfort,7.52,2.05,9.57,2024-04-16,2024,April,Tuesday
UberX,4.4,1.11,5.51,2024-04-16,2024,April,Tuesday
UberX Share,6.09,1.12,7.21,2024-04-16,2024,April,Tuesday
UberX Share,9.86,1.86,11.72,2024-04-17,2024,April,Wednesday
UberX,4.42,1.12,5.54,2024-04-15,2024,April,Monday
UberX,6.74,1.47,8.21,2024-04-26,2024,April,Friday
UberX,9.26,2.04,11.3,2024-04-15,2024,April,Monday
UberX,12.36,2.56,14.92,2024-04-15,2024,April,Monday
Tips,3.0,0.0,3.0,2024-04-26,2024,April,Friday
UberX,9.5,2.02,11.52,2024-04-26,2024,April,Friday
UberX Share,6.21,1.22,7.43,2024-04-27,2024,April,Saturday
UberX Share,4.17,0.86,5.03,2024-04-27,2024,April,Saturday
Tips,3.0,0.0,3.0,2024-04-27,2024,April,Saturday
UberX Share,10.13,1.67,11.8,2024-04-27,2024,April,Saturday
UberX,27.22,5.29,32.51,2024-04-27,2024,April,Saturday
UberX,4.56,1.03,5.59,2024-04-27,2024,April,Saturday
UberX,18.76,3.7,22.46,2024-04-27,2024,April,Saturday
Tips,5.29,0.0,5.29,2024-04-27,2024,April,Saturday
UberX,8.89,1.91,10.8,2024-04-27,2024,April,Saturday
UberX Share,28.23,4.25,32.48,2024-04-27,2024,April,Saturday
UberX,5.29,1.21,6.5,2024-04-27,2024,April,Saturday
UberX,7.79,1.71,9.5,2024-04-27,2024,April,Saturday
UberX Share,26.97,6.9,33.87,2024-04-27,2024,April,Saturday
UberX Share,8.91,1.5,10.41,2024-04-27,2024,April,Saturday
UberX,13.85,2.81,16.66,2024-04-28,2024,April,Sunday
Tips,3.17,0.0,3.17,2024-04-28,2024,April,Sunday
Tips,5.05,0.0,5.05,2024-04-28,2024,April,Sunday
UberX,11.01,2.38,13.39,2024-04-15,2024,April,Monday
UberX,11.88,2.54,14.42,2024-04-15,2024,April,Monday
UberX,12.05,2.55,14.6,2024-04-15,2024,April,Monday
UberX,23.58,5.49,29.07,2024-04-24,2024,April,Wednesday
UberX,14.34,2.96,17.3,2024-04-22,2024,April,Monday
UberX,4.75,1.18,5.93,2024-04-24,2024,April,Wednesday
UberX,5.81,1.37,7.18,2024-04-05,2024,April,Friday
UberX,3.35,0.92,4.27,2024-04-05,2024,April,Friday
UberX,5.19,1.26,6.45,2024-04-05,2024,April,Friday
UberX,35.75,6.97,42.72,2024-04-05,2024,April,Friday
UberX,4.37,1.08,5.45,2024-04-05,2024,April,Friday
Comfort,13.13,3.1,16.23,2024-04-05,2024,April,Friday
Tips,4.43,0.0,4.43,2024-04-06,2024,April,Saturday
UberX,11.46,2.46,13.92,2024-04-06,2024,April,Saturday
UberX,11.71,2.51,14.22,2024-04-06,2024,April,Saturday
UberX,8.8,1.96,10.76,2024-04-05,2024,April,Friday
UberX,5.61,1.33,6.94,2024-04-06,2024,April,Saturday
UberX,5.52,1.31,6.83,2024-04-06,2024,April,Saturday
UberX,8.68,1.94,10.62,2024-04-06,2024,April,Saturday
Tips,1.0,0.0,1.0,2024-04-06,2024,April,Saturday
Comfort,6.95,1.94,8.89,2024-04-06,2024,April,Saturday
UberX,8.34,1.87,10.21,2024-04-06,2024,April,Saturday
UberX,39.83,7.71,47.54,2024-04-06,2024,April,Saturday
UberX,4.78,1.16,5.94,2024-04-06,2024,April,Saturday
UberX,6.93,1.62,8.55,2024-04-06,2024,April,Saturday
UberX,15.48,3.91,19.39,2024-04-06,2024,April,Saturday
Tips,3.0,0.0,3.0,2024-04-06,2024,April,Saturday
UberX,4.56,1.14,5.7,2024-04-05,2024,April,Friday
UberX,5.11,1.24,6.35,2024-04-05,2024,April,Friday
Tips,3.0,0.0,3.0,2024-04-05,2024,April,Friday
UberX,9.8,2.14,11.94,2024-04-05,2024,April,Friday
UberX,8.68,1.94,10.62,2024-04-05,2024,April,Friday
UberX,12.38,2.63,15.01,2024-04-05,2024,April,Friday
UberX,10.98,2.35,13.33,2024-04-05,2024,April,Friday
Tips,5.11,0.0,5.11,2024-04-05,2024,April,Friday
UberX,6.12,1.42,7.54,2024-04-05,2024,April,Friday
UberX,8.89,1.97,10.86,2024-04-05,2024,April,Friday
UberX,3.39,0.93,4.32,2024-04-05,2024,April,Friday
UberX,4.52,1.13,5.65,2024-04-05,2024,April,Friday
UberX,5.07,1.23,6.3,2024-04-05,2024,April,Friday
UberX,5.36,1.29,6.65,2024-04-05,2024,April,Friday
Tips,5.0,0.0,5.0,2024-04-05,2024,April,Friday
UberX,6.4,1.47,7.87,2024-04-05,2024,April,Friday
UberX,5.08,1.24,6.32,2024-04-05,2024,April,Friday
UberX,4.13,1.06,5.19,2024-04-05,2024,April,Friday
UberX,19.52,3.92,23.44,2024-04-05,2024,April,Friday
Comfort,6.84,1.3,8.14,2024-04-05,2024,April,Friday
UberX,5.71,1.35,7.06,2024-04-05,2024,April,Friday
UberX,3.3,0.91,4.21,2024-04-05,2024,April,Friday
Tips,1.0,0.0,1.0,2024-04-05,2024,April,Friday
UberX,5.74,1.35,7.09,2024-04-05,2024,April,Friday
UberX,10.3,3.05,13.35,2024-04-06,2024,April,Saturday
UberX Share,26.23,4.74,30.97,2024-04-06,2024,April,Saturday
UberX,8.11,1.83,9.94,2024-04-06,2024,April,Saturday
UberX,10.17,2.2,12.37,2024-04-06,2024,April,Saturday
Tips,6.28,0.0,6.28,2024-04-22,2024,April,Monday
UberX,4.12,1.06,5.18,2024-04-22,2024,April,Monday
Tips,5.0,0.0,5.0,2024-04-22,2024,April,Monday
UberX,5.06,1.23,6.29,2024-04-22,2024,April,Monday
UberX,12.02,2.56,14.58,2024-04-22,2024,April,Monday
UberX,5.09,1.24,6.33,2024-04-22,2024,April,Monday
Tips,5.0,0.0,5.0,2024-04-22,2024,April,Monday
UberX,13.93,2.91,16.84,2024-04-22,2024,April,Monday
UberX,7.26,1.68,8.94,2024-04-23,2024,April,Tuesday
UberX Share,15.95,3.34,19.29,2024-04-23,2024,April,Tuesday
UberX,4.65,1.16,5.81,2024-04-23,2024,April,Tuesday
UberX Share,5.88,1.26,7.14,2024-04-23,2024,April,Tuesday
UberX,20.71,4.25,24.96,2024-04-23,2024,April,Tuesday
UberX,4.46,1.1,5.56,2024-04-23,2024,April,Tuesday
Comfort,22.93,5.71,28.64,2024-04-23,2024,April,Tuesday
Tips,9.05,0.0,9.05,2024-04-23,2024,April,Tuesday
UberX,11.74,3.31,15.05,2024-04-23,2024,April,Tuesday
UberX,14.0,2.92,16.92,2024-04-23,2024,April,Tuesday
UberX,10.94,2.35,13.29,2024-04-23,2024,April,Tuesday
Tips,5.0,0.0,5.0,2024-04-24,2024,April,Wednesday
UberX,6.0,1.45,7.45,2024-04-24,2024,April,Wednesday
UberX,19.17,3.97,23.14,2024-04-22,2024,April,Monday
UberX,9.09,2.01,11.1,2024-04-24,2024,April,Wednesday
UberX,9.12,1.95,11.07,2024-04-22,2024,April,Monday
UberX,4.45,1.05,5.5,2024-04-22,2024,April,Monday
Tips,5.0,0.0,5.0,2024-04-06,2024,April,Saturday
UberX,10.84,2.33,13.17,2024-04-06,2024,April,Saturday
Tips,3.0,0.0,3.0,2024-04-07,2024,April,Sunday
UberX,18.26,3.69,21.95,2024-04-07,2024,April,Sunday
Tips,20.0,0.0,20.0,2024-04-07,2024,April,Sunday
UberX,5.42,1.3,6.72,2024-04-07,2024,April,Sunday
Tips,3.0,0.0,3.0,2024-04-07,2024,April,Sunday
UberX,44.02,8.47,52.49,2024-04-07,2024,April,Sunday
UberX,8.8,1.92,10.72,2024-04-07,2024,April,Sunday
UberX,6.92,1.62,8.54,2024-04-22,2024,April,Monday
UberX,3.92,1.02,4.94,2024-04-22,2024,April,Monday
UberX,16.1,3.3,19.4,2024-04-22,2024,April,Monday
UberX,4.48,1.12,5.6,2024-04-22,2024,April,Monday
UberX Share,15.7,3.35,19.05,2024-04-22,2024,April,Monday
Tips,1.0,0.0,1.0,2024-04-17,2024,April,Wednesday
UberX,5.34,1.28,6.62,2024-04-22,2024,April,Monday
UberX,6.24,1.5,7.74,2024-04-22,2024,April,Monday
UberX,6.48,1.54,8.02,2024-04-22,2024,April,Monday
Comfort,10.08,2.54,12.62,2024-04-22,2024,April,Monday
UberX,6.56,1.55,8.11,2024-04-22,2024,April,Monday
UberX,28.18,9.72,37.9,2024-04-22,2024,April,Monday
Tips,3.0,0.0,3.0,2024-04-22,2024,April,Monday
UberX,10.77,2.34,13.11,2024-04-17,2024,April,Wednesday
UberX,4.71,1.17,5.88,2024-04-18,2024,April,Thursday
UberX,4.55,1.14,5.69,2024-04-17,2024,April,Wednesday
UberX,4.91,1.21,6.12,2024-04-11,2024,April,Thursday
UberX,22.2,4.51,26.71,2024-04-11,2024,April,Thursday
Tips,3.0,0.0,3.0,2024-04-11,2024,April,Thursday
Comfort,10.38,2.6,12.98,2024-04-11,2024,April,Thursday
UberX,16.6,3.37,19.97,2024-04-11,2024,April,Thursday
Tips,4.0,0.0,4.0,2024-04-11,2024,April,Thursday
UberX,7.95,1.75,9.7,2024-04-11,2024,April,Thursday
UberX,22.25,4.53,26.78,2024-04-11,2024,April,Thursday
UberX,14.03,2.93,16.96,2024-04-11,2024,April,Thursday
Tips,5.9,0.0,5.9,2024-04-10,2024,April,Wednesday
Tips,5.23,0.0,5.23,2024-04-11,2024,April,Thursday
Tips,3.0,0.0,3.0,2024-04-11,2024,April,Thursday
UberX,4.32,1.1,5.42,2024-04-11,2024,April,Thursday
UberX,12.71,2.69,15.4,2024-04-11,2024,April,Thursday
UberX,3.55,0.96,4.51,2024-04-11,2024,April,Thursday
UberX,5.69,1.39,7.08,2024-04-12,2024,April,Friday
UberX,8.25,1.86,10.11,2024-04-12,2024,April,Friday
UberX,8.94,1.98,10.92,2024-04-12,2024,April,Friday
UberX,5.93,1.44,7.37,2024-04-12,2024,April,Friday
UberX,9.36,2.06,11.42,2024-04-12,2024,April,Friday
UberX,6.67,1.57,8.24,2024-04-11,2024,April,Thursday
Tips,7.34,0.0,7.34,2024-04-10,2024,April,Wednesday
UberX,30.65,6.84,37.49,2024-04-10,2024,April,Wednesday
UberX,20.72,4.97,25.69,2024-04-10,2024,April,Wednesday
UberX Share,18.88,3.83,22.71,2024-04-10,2024,April,Wednesday
UberX,10.84,2.35,13.19,2024-04-10,2024,April,Wednesday
UberX,27.96,5.56,33.52,2024-04-10,2024,April,Wednesday
UberX,4.5,1.13,5.63,2024-04-10,2024,April,Wednesday
UberX,8.04,1.82,9.86,2024-04-10,2024,April,Wednesday
UberX,23.05,4.67,27.72,2024-04-10,2024,April,Wednesday
UberX,11.52,2.43,13.95,2024-04-10,2024,April,Wednesday
UberX,6.12,1.45,7.57,2024-04-10,2024,April,Wednesday
UberX,7.61,1.72,9.33,2024-04-10,2024,April,Wednesday
UberX,5.02,1.2,6.22,2024-04-10,2024,April,Wednesday
UberX,3.85,0.99,4.84,2024-04-10,2024,April,Wednesday
Tips,1.0,0.0,1.0,2024-04-10,2024,April,Wednesday
UberX,19.86,4.8,24.66,2024-04-10,2024,April,Wednesday
UberX,12.39,2.63,15.02,2024-04-10,2024,April,Wednesday
Tips,2.0,0.0,2.0,2024-04-10,2024,April,Wednesday
UberX,12.62,2.67,15.29,2024-04-10,2024,April,Wednesday
UberX Share,3.45,0.8,4.25,2024-04-10,2024,April,Wednesday
UberX,5.98,1.45,7.43,2024-04-10,2024,April,Wednesday
UberX,8.56,1.91,10.47,2024-04-10,2024,April,Wednesday
UberX,21.49,4.39,25.88,2024-04-10,2024,April,Wednesday
Tips,6.86,0.0,6.86,2024-04-10,2024,April,Wednesday
UberX,8.93,1.98,10.91,2024-04-12,2024,April,Friday
UberX,13.7,2.87,16.57,2024-04-12,2024,April,Friday
Tips,2.0,0.0,2.0,2024-04-12,2024,April,Friday
UberX,4.23,1.08,5.31,2024-04-12,2024,April,Friday
UberX,14.55,3.02,17.57,2024-04-13,2024,April,Saturday
UberX,4.35,1.1,5.45,2024-04-13,2024,April,Saturday
UberX,5.63,1.34,6.97,2024-04-13,2024,April,Saturday
UberX,14.03,2.93,16.96,2024-04-13,2024,April,Saturday
UberX,10.61,2.28,12.89,2024-04-13,2024,April,Saturday
UberX,10.2,2.21,12.41,2024-04-13,2024,April,Saturday
Tips,3.0,0.0,3.0,2024-04-13,2024,April,Saturday
UberX,6.56,1.55,8.11,2024-04-14,2024,April,Sunday
UberX Share,6.95,1.39,8.34,2024-04-14,2024,April,Sunday
Tips,2.66,0.0,2.66,2024-04-14,2024,April,Sunday
UberX,12.19,2.59,14.78,2024-04-14,2024,April,Sunday
UberX,4.24,1.08,5.32,2024-04-14,2024,April,Sunday
UberX,5.37,1.29,6.66,2024-04-14,2024,April,Sunday
Tips,2.0,0.0,2.0,2024-04-14,2024,April,Sunday
UberX,10.37,2.24,12.61,2024-04-14,2024,April,Sunday
UberX,15.14,3.11,18.25,2024-04-14,2024,April,Sunday
UberX,6.43,1.48,7.91,2024-04-14,2024,April,Sunday
UberX,11.07,2.37,13.44,2024-04-14,2024,April,Sunday
UberX,18.84,4.63,23.47,2024-04-14,2024,April,Sunday
UberX,16.72,3.41,20.13,2024-04-14,2024,April,Sunday
Tips,1.0,0.0,1.0,2024-04-14,2024,April,Sunday
UberX,5.51,1.31,6.82,2024-04-13,2024,April,Saturday
UberX,8.46,1.9,10.36,2024-04-10,2024,April,Wednesday
Tips,3.0,0.0,3.0,2024-04-13,2024,April,Saturday
Comfort,10.53,2.62,13.15,2024-04-13,2024,April,Saturday
UberX,9.11,2.02,11.13,2024-04-12,2024,April,Friday
UberX,3.3,0.91,4.21,2024-04-12,2024,April,Friday
